Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
F,1.55,1.2,0.4375,31.19862475,14.52911875,5.499803,8.6465975,9
I,0.7375,0.5375,0.175,2.6081540000000003,1.0489315000000001,0.63786375,0.850485,6
F,1.45,1.15,0.4,31.808139,13.1825175,6.73300625,7.937860000000001,11
M,1.5875,1.2625,0.4125,36.740952,16.85377775,8.29222875,9.355335,10
F,1.775,1.3375,0.5,54.941331000000005,21.92833825,12.360382000000001,12.757275,14
M,1.525,1.125,0.3875,28.066005,11.453198,6.066793,7.229122500000001,10
I,0.4875,0.3625,0.1125,1.13398,0.46776675,0.35436875,0.3118445,5
M,1.375,1.0625,0.3625,22.6512505,9.87980075,4.89028875,6.3786375,10
I,1.0125,0.6875,0.225,7.9095105,3.27436725,1.68679525,2.4097075,6
F,1.5875,1.2,0.3625,27.499015000000004,12.23280925,5.8683464999999995,8.50485,8
M,1.725,1.375,0.475,44.80638475,21.403872500000002,9.185238,12.2186345,11
M,1.7,1.3125,0.4875,38.96638775,18.32795175,8.15048125,11.1980525,17
I,0.65,0.5125,0.1875,2.67902775,1.26155275,0.56699,0.850485,5
M,1.575,1.225,0.4125,32.743672499999995,14.18892475,6.690482,8.9300925,11
M,1.3,1.025,0.375,18.824068,7.654364999999999,3.7137845,5.9533949999999995,13
F,1.6875,1.375,0.525,51.95045875,24.73493875,10.4609655,13.437663,12
F,1.35,0.975,0.325,21.27629975,10.432616000000001,4.74854125,5.23048275,8
I,1.15,0.875,0.275,12.984071,5.443104,2.551455,3.33106625,7
F,1.5875,1.2375,0.3875,34.62891425,15.49300175,8.51902475,9.63883,15
I,0.6875,0.5,0.1625,2.93417325,1.34660125,0.6520385000000001,0.8221354999999999,5
M,1.525,1.1875,0.4125,33.72173025,14.599992499999999,6.61960825,9.922325,11
F,1.2125,0.925,0.3,15.15280775,4.0539785,3.6003865,4.3941725,9
M,1.3,1.025,0.3875,22.7646485,9.6671795,4.7343665,6.3786375,9
M,1.3625,1.075,0.375,22.15513425,8.57572375,4.422522,6.095142500000001,10
F,1.75,1.375,0.4625,49.34230475,23.530085,8.4198015,14.599992499999999,11
I,0.4,0.25,0.1875,0.5953395,0.18427175,0.1417475,0.1417475,4
I,1.2875,0.9875,0.3125,16.48523425,7.27164675,3.58621175,4.819415,9
M,1.2875,0.975,0.325,18.824068,7.64019025,4.6209685,5.9533949999999995,8
I,1.1,0.85,0.2625,11.97766375,4.422522,2.45223175,3.685435,7
M,1.5625,1.25,0.4125,32.95629375,16.42853525,7.47009325,9.4970825,11
I,1.175,0.8875,0.2875,14.203099499999999,6.90310325,3.231843,4.252425,8
M,1.2625,0.975,0.325,16.9813505,6.36446275,4.2240755,4.7910655,9
M,1.5875,1.2625,0.4375,36.61337925,16.96717575,8.71747125,10.489315,11
I,1.0375,0.7875,0.25,9.752228,4.422522,2.25378525,2.9766974999999998,7
M,1.3625,1.1,0.3875,24.2955215,8.3631025,4.847764499999999,9.07184,19
I,1.3125,1.0,0.325,18.597272,7.32834575,4.819415,5.7549485,9
I,1.25,0.95,0.3,16.867952499999998,5.6699,4.025629,5.386405,12
M,1.575,1.225,0.4375,32.58775025,14.18892475,7.44174375,8.6465975,10
M,1.5375,1.1875,0.425,35.59279725,15.3937785,7.41339425,9.07184,9
M,1.7625,1.35,0.5,37.9032815,16.00329275,9.6104805,13.4660125,20
F,1.525,1.2,0.425,31.19862475,15.46465225,6.90310325,8.6465975,11
I,1.2125,0.925,0.35,14.514944,6.9739770000000005,2.9199985,4.9611625,9
I,0.925,0.7125,0.25,6.30776375,2.45223175,1.6442709999999998,2.1262125,7
M,1.325,1.0625,0.325,22.1409595,11.07047975,4.280774500000001,6.095142500000001,7
I,1.3125,1.0,0.3125,17.70426275,7.2858215,4.06815325,4.819415,9
F,1.0,0.8125,0.2875,8.40562675,3.4869885000000003,1.6159215,3.5436875,15
M,1.1,0.8625,0.275,12.2186345,4.3941725,2.5798045,3.685435,15
F,1.325,1.1,0.375,26.86115125,10.375917,6.7755304999999995,7.7961125,8
M,1.625,1.2875,0.3875,36.457457,16.68368075,9.015141,11.056305,13
I,0.7875,0.5625,0.2,3.6003865,1.4741739999999999,0.80796075,1.2757275,6
I,1.375,1.0375,0.35,26.12406425,14.50076925,4.847764499999999,5.0745605000000005,8
F,1.5625,1.2,0.4125,34.6147395,16.612807,7.41339425,8.9300925,10
F,1.675,1.2625,0.3875,37.9032815,17.98775775,6.8889285000000005,9.4970825,9
I,0.8125,0.675,0.2375,6.16601625,2.0411639999999998,1.23320325,1.8994165,7
F,1.525,1.225,0.4125,30.03629525,12.47378,6.22271525,9.07184,15
I,0.7625,0.575,0.175,4.49339575,1.814368,0.86465975,1.2757275,6
M,1.4625,1.125,0.3625,23.94115275,11.75086775,5.40057975,7.3425205,10
I,1.3125,0.9875,0.3625,17.208146499999998,6.67630725,3.5436875,5.5281525,10
I,0.8375,0.6375,0.2375,5.556502,2.324659,1.0205819999999999,1.70097,6
M,1.4,1.1,0.4,24.16794875,10.404266499999999,5.17378375,7.37087,11
F,1.5625,1.225,0.4375,36.457457,16.329311999999998,6.690482,11.056305,15
M,0.525,0.375,0.125,1.80019325,0.58116475,0.43941725,0.4252425,4
I,0.8875,0.675,0.2125,6.16601625,2.9766974999999998,1.48834875,2.1262125,6
M,1.55,1.225,0.4125,31.34037225,13.13999325,6.95980225,10.0640725,14
M,1.8125,1.4625,0.4875,49.9234695,22.55202725,11.5949455,13.36678925,10
F,1.55,1.2125,0.4375,36.769301500000005,16.612807,7.7961125,9.922325,10
M,0.9375,0.7125,0.25,7.144074000000001,2.83495,1.63009625,2.26796,11
F,1.1,0.85,0.25,10.744460499999999,4.89028875,2.31048425,2.8632995,9
F,1.6875,1.2625,0.4,43.431434,20.97863,10.1207715,10.81533425,9
M,1.5375,1.2,0.4375,33.92017675,13.834556,7.64019025,9.922325,16
I,1.5,1.175,0.3875,27.99513125,16.20173925,5.59902625,7.059025500000001,8
I,1.5,1.175,0.4125,28.02348075,13.02659525,5.5848515,8.788345,10
I,1.15,0.925,0.45,15.12445825,6.3786375,3.061746,4.819415,12
I,1.5,1.1875,0.4375,30.43318825,12.40290625,7.257472,8.9300925,11
I,0.8375,0.6375,0.2,5.7549485,2.7499015,1.0489315000000001,1.417475,6
I,0.85,0.6375,0.1875,5.783298,2.11203775,1.28990225,1.8427175,7
M,0.6125,0.4375,0.1375,2.22543575,1.2757275,0.5102909999999999,0.56699,6
I,1.1,0.85,0.3,10.716111,4.03980375,2.33883375,3.2601925,8
I,1.1,0.8,0.275,10.41844125,4.706017,2.50893075,3.40194,8
I,0.625,0.4375,0.1125,1.6726205,0.7370869999999999,0.226796,0.56699,8
I,0.8875,0.6625,0.225,6.30776375,2.31048425,1.48834875,1.9844650000000001,7
M,1.675,1.3,0.4625,43.3463855,17.02387475,10.70193625,11.623294999999999,11
I,0.4,0.275,0.0625,0.66621325,0.35436875,0.18427175,0.1417475,4
I,1.475,1.1125,0.4,26.09571475,12.615527499999999,5.76912325,7.1724235,9
F,1.5625,1.225,0.3875,34.60056475,15.03940975,7.01650125,8.9300925,12
M,1.0375,0.8125,0.2875,10.27669375,4.35164825,3.2034935,3.40194,10
I,0.9375,0.7125,0.2125,6.81805475,2.42388225,1.40330025,1.9844650000000001,7
F,1.4625,1.0875,0.35,22.1976585,9.6104805,4.89028875,7.229122500000001,15
I,1.15,0.8875,0.3125,14.203099499999999,6.10931725,3.2601925,3.9689300000000003,7
F,1.3375,1.0875,0.4,23.48756075,9.87980075,5.783298,7.937860000000001,10
F,1.5,1.2,0.45,31.751440000000002,16.0174675,7.484267999999999,8.50485,12
M,1.45,1.075,0.35,22.69377475,10.8578585,4.86193925,6.095142500000001,10
F,1.4625,1.1375,0.35,26.308335999999997,11.793391999999999,5.40057975,7.087375,9
F,1.65,1.2875,0.5125,45.57182125,18.15785475,9.68135425,13.42348825,10
M,1.325,1.05,0.375,23.88445375,10.404266499999999,5.8683464999999995,7.7961125,13
I,0.425,0.275,0.2375,0.850485,0.36854349999999997,0.18427175,0.226796,4
F,1.6875,1.3625,0.4125,43.02036625,18.540573000000002,7.75358825,11.7650425,11
M,1.4375,1.1125,0.375,28.22192725,11.793391999999999,6.67630725,7.7961125,10
I,1.175,0.9,0.3,13.551060999999999,6.5487345,2.99087225,5.386405,7
I,1.2625,0.8875,0.3625,15.77649675,7.6827145,3.061746,4.97533725,7
M,1.4375,1.0625,0.375,25.2027055,12.6722265,6.13766675,5.9533949999999995,11
I,0.975,0.7,0.225,7.144074000000001,3.04757125,1.5025235000000001,2.26796,7
M,0.925,0.6625,0.225,5.5848515,2.0695135,1.03475675,2.1829115000000003,7
M,1.4875,1.1875,0.4125,29.44095575,12.643877,5.783298,9.922325,17
F,1.05,0.7625,0.25,7.98038425,3.55786225,1.48834875,2.551455,9
F,1.2875,1.0125,0.3,18.313776999999998,8.20718025,3.98310475,5.0178614999999995,8
F,1.5,1.1875,0.4,32.21920675,12.48795475,5.6982495,9.355335,13
I,1.1875,0.8875,0.3,12.34620725,5.556502,2.2963095,3.5436875,8
M,1.0625,0.8375,0.3125,10.44679075,4.32329875,1.927766,3.8271824999999997,16
I,0.75,0.55,0.2,3.64291075,1.54504775,0.9355334999999999,1.5592225,8
I,0.7125,0.5375,0.1875,3.0050470000000002,1.20485375,0.75126175,1.13398,6
F,1.15,0.9125,0.35,14.826788500000001,6.095142500000001,2.76407625,4.15320175,10
M,1.3,1.0125,0.3125,19.06503875,7.937860000000001,4.309124,5.10291,10
F,1.4875,1.15,0.375,27.08794725,12.82814875,6.19436575,7.654364999999999,8
I,1.1,0.8375,0.25,11.793391999999999,5.386405,2.48058125,3.40194,8
F,1.4125,1.1,0.4125,29.568528499999996,10.6877615,6.42116175,9.07184,15
M,1.225,0.95,0.3625,15.2236815,5.329706,3.89805625,5.386405,11
M,1.6125,1.225,0.4,32.545226,14.69921575,6.917278,9.355335,10
I,1.2,0.8875,0.2875,14.81261375,7.66853975,2.82077525,4.3941725,8
F,1.7125,1.3125,0.4875,50.121916,25.911443,10.78698475,13.324264999999999,12
I,0.875,0.65,0.25,6.27941425,2.551455,1.51669825,1.9844650000000001,12
I,0.825,0.65,0.225,5.59902625,2.2396105,1.00640725,1.7293195,7
F,1.6375,1.2625,0.3875,35.550273,17.81766075,7.2858215,9.2135875,8
M,1.225,0.9875,0.3125,16.3576615,7.6260155,3.92640575,4.35164825,9
I,0.9,0.675,0.2625,6.30776375,2.664853,1.48834875,2.551455,20
F,1.5,1.175,0.3625,31.70891575,15.37960375,6.93145275,7.087375,10
F,1.1625,0.9,0.3125,16.42853525,7.81028725,2.9483479999999997,3.9689300000000003,15
M,1.675,1.3,0.4125,37.1094955,14.543293499999999,8.71747125,10.0640725,10
I,0.875,0.65,0.2125,6.16601625,2.7499015,1.077281,1.8994165,7
F,1.5125,1.2,0.4125,30.43318825,11.963489,6.123492,10.0640725,13
F,1.5625,1.2625,0.3875,37.77570875,18.5689225,7.144074000000001,9.02931575,10
I,1.2125,0.95,0.325,18.01610725,7.937860000000001,3.9405805,6.095142500000001,9
M,1.5375,1.35,0.4375,36.47163175,12.3320325,8.3064035,14.41572075,12
I,0.9375,0.675,0.2125,6.81805475,2.2963095,1.54504775,1.9844650000000001,7
F,1.5875,1.25,0.4375,36.61337925,16.612807,8.60407325,10.489315,13
M,1.2,0.925,0.3375,17.90270925,9.76640275,3.7704835,4.5642695,7
M,0.6375,0.4875,0.225,2.50893075,1.20485375,1.13398,0.69456275,7
M,1.35,1.0625,0.3,19.43358225,6.08096775,3.86970675,5.10291,13
F,1.5375,1.25,0.4125,37.43551475,15.60639975,7.8528115000000005,9.7805775,10
I,0.7,0.5375,0.1625,2.7499015,1.06310625,0.63786375,0.850485,5
I,1.325,1.0375,0.325,17.70426275,8.54737425,4.847764499999999,5.6699,8
F,1.275,0.9375,0.3125,14.67086625,6.76135575,2.83495,4.63514325,8
I,0.8125,0.6625,0.2,5.82582225,2.721552,1.0489315000000001,1.74349425,6
F,1.625,1.3125,0.525,49.45570275,16.93882625,8.6465975,17.7184375,17
I,0.7625,0.5125,0.175,3.24601775,1.0205819999999999,0.69456275,0.9922325000000001,6
M,1.4375,1.125,0.4125,26.12406425,9.28446125,5.726599,8.6465975,19
F,1.35,1.1125,0.425,23.700182,10.56018875,4.60679375,6.36446275,11
F,1.475,1.175,0.4,27.91008275,13.05494475,5.0745605000000005,7.7961125,10
I,1.4,1.0875,0.325,20.41164,9.3269855,2.9199985,7.1157245,10
M,1.175,0.8875,0.3125,13.11164375,5.273007,3.0333965,4.1106775,8
F,1.5,1.1375,0.3875,31.18445,12.40290625,8.12213175,8.1363065,11
F,1.075,0.8375,0.2625,11.77921725,4.60679375,2.551455,3.40194,14
F,1.275,0.975,0.3375,18.001932500000002,7.4559185,3.912231,6.23689,12
F,1.45,1.1125,0.375,27.22969475,11.18387775,6.3219385,7.6260155,9
F,1.25,0.95,0.4,20.96445525,9.7805775,4.03980375,6.80388,7
F,1.55,1.225,0.375,32.6302745,16.726205,6.76135575,8.3631025,8
M,1.525,1.2,0.4,34.23202125,15.592225,7.64019025,8.0796075,8
M,1.375,1.1125,0.375,23.530085,11.15552825,5.1312595000000005,6.9456275,9
F,1.5625,1.15,0.45,35.13920525,15.762322,6.76135575,10.77281,12
M,1.375,1.1,0.4125,23.8986285,11.0846545,5.1312595000000005,6.9456275,8
M,1.1,0.9,0.2875,13.53688625,3.7421339999999996,2.31048425,5.386405,14
I,1.125,0.825,0.275,12.757275,5.40057975,2.42388225,3.9689300000000003,7
M,1.6875,1.3125,0.475,51.8512355,19.94387325,11.01378075,11.1980525,13
I,1.475,1.15,0.35,24.73493875,10.6310625,5.3013565,6.747180999999999,9
F,1.4375,1.0875,0.3375,29.66775175,14.04717725,6.67630725,7.200773,9
F,1.575,1.25,0.4375,32.24755625,14.67086625,6.917278,10.489315,12
M,1.2,0.975,0.3125,16.3576615,7.484267999999999,3.86970675,4.3941725,10
I,0.95,0.75,0.2625,7.937860000000001,3.69960975,1.587572,2.1262125,7
I,0.9625,0.725,0.25,7.144074000000001,3.13261975,1.68679525,2.438057,6
I,1.075,0.8375,0.2625,11.92096475,4.89028875,2.36718325,3.9689300000000003,8
M,1.3875,1.0875,0.3625,21.87163925,9.39785925,5.8683464999999995,7.5126175,10
I,1.0625,0.775,0.2375,8.618248,3.6570855000000004,1.8427175,2.324659,7
M,1.55,1.25,0.4625,34.416292999999996,15.06775925,7.01650125,9.2135875,10
I,1.1875,0.9375,0.2625,14.628342000000002,6.406987,3.4869885000000003,4.3941725,7
F,1.45,1.125,0.3875,25.92561775,12.0485375,4.66349275,7.4559185,13
I,0.7875,0.575,0.2,3.6003865,1.360776,1.13398,1.13398,6
I,1.3,0.95,0.3,15.507176500000002,6.7188315,3.27436725,4.819415,9
I,1.1,0.9125,0.275,12.94154675,5.14543425,2.48058125,3.52951275,8
M,1.525,1.2125,0.4125,34.8415355,14.911837,7.4559185,9.355335,9
F,1.75,1.375,0.5125,53.8776525,25.0893075,10.24834425,16.867952499999998,13
M,1.5625,1.2875,0.4125,34.6147395,15.166982500000001,7.47009325,9.4970825,14
F,1.675,1.3625,0.4875,50.6605565,21.262125,7.64019025,17.59086475,12
M,1.3125,1.1125,0.4,24.16794875,8.845044,5.17378375,8.50485,9
I,0.825,0.6625,0.2,5.556502,2.721552,1.11980525,1.927766,7
I,1.1,0.8875,0.35,13.749507500000002,5.1312595000000005,3.5436875,4.3941725,7
F,1.7,1.3375,0.4625,45.557646500000004,20.53921275,9.8939755,13.1825175,11
F,1.625,1.275,0.5,38.9805625,13.70698325,9.979024,11.623294999999999,13
M,1.4125,1.1125,0.3625,25.50037525,10.16329575,5.7549485,6.662132499999999,11
F,1.325,1.0125,0.325,21.64484325,9.015141,3.912231,5.5281525,9
F,1.225,0.9875,0.3125,16.386011,6.78970525,3.55786225,5.10291,10
I,1.2375,0.9375,0.3125,17.7184375,8.6465975,3.04757125,4.819415,8
F,1.475,1.175,0.375,34.6147395,15.49300175,6.93145275,8.221355,12
M,1.65,1.325,0.5,43.1762885,19.6462035,8.674947,12.48795475,15
F,1.5125,1.2125,0.4375,38.93803825,14.92601175,8.68912175,10.914557499999999,13
F,1.575,1.2625,0.425,33.57998275,13.8062065,6.9739770000000005,10.0640725,13
I,0.6875,0.4875,0.2,3.01922175,1.34660125,0.63786375,0.80796075,5
F,1.125,0.875,0.35,16.159215,5.3013565,3.345241,5.5281525,13
I,1.125,0.8875,0.3,13.48018725,5.59902625,2.16873675,4.53592,7
M,1.5375,1.1875,0.375,32.95629375,15.52135125,8.107957,8.50485,10
I,1.0125,0.775,0.225,10.19164525,3.50116325,2.6365035,2.9766974999999998,8
I,1.525,1.2125,0.4125,34.699788,16.1308655,7.4559185,9.4970825,10
F,1.525,1.175,0.4125,32.07745925,13.721157999999999,7.9662095,7.5126175,12
F,1.475,1.1375,0.4375,27.385617,11.0846545,6.95980225,10.0640725,17
I,1.4125,1.125,0.2875,20.0997955,9.42620875,3.75630875,6.3786375,7
M,1.475,1.175,0.3625,23.8986285,11.651644500000002,5.00368675,6.80388,8
M,1.6875,1.3,0.5,42.354153000000004,14.911837,8.278054,14.599992499999999,22
F,1.5375,1.2375,0.475,33.3673615,12.47378,7.881161,9.7805775,13
I,0.7875,0.575,0.1875,3.64291075,1.417475,0.80796075,1.13398,7
F,1.5375,1.2125,0.4375,35.6920205,16.584457500000003,7.27164675,9.02931575,13
M,1.6875,1.3,0.35,32.715323,13.99047825,7.4559185,8.9300925,11
I,1.3,1.0375,0.325,20.31241675,9.99319875,4.0823279999999995,5.386405,9
I,0.5875,0.45,0.145,1.8427175,0.86465975,0.396893,0.56699,4
F,1.55,1.15,0.35,32.13415825,16.68368075,7.41339425,8.221355,12
M,1.4875,1.075,0.3875,25.51455,11.60912025,5.10291,6.93145275,11
M,1.275,0.9875,0.3625,17.08057375,6.123492,3.912231,5.9533949999999995,9
F,1.4875,1.1625,0.325,31.62386725,14.373196499999999,7.484267999999999,7.767763,9
M,1.6125,1.275,0.3875,43.6298805,18.15785475,10.16329575,12.190285000000001,10
I,0.5875,0.425,0.15,1.6159215,0.86465975,0.38271825,0.4252425,4
I,1.025,0.775,0.2875,9.19941275,4.0539785,2.0411639999999998,2.6932025,8
I,1.2125,1.025,0.3125,16.17338975,7.087375,3.798833,5.2446575,8
M,1.55,1.2,0.3375,30.900955,14.92601175,6.5487345,7.087375,8
M,1.35,1.0625,0.3875,27.62658775,14.10387625,5.74077375,6.23689,9
I,0.95,0.725,0.225,7.27164675,3.061746,1.7860185000000002,2.1262125,6
I,1.225,0.95,0.3125,14.75591475,5.91087075,3.4869885000000003,4.69184225,8
I,0.9375,0.75,0.25,7.540967,3.515338,1.63009625,2.551455,7
I,1.0,0.7875,0.2625,8.1363065,3.21766825,1.0489315000000001,3.2034935,7
M,1.175,0.9125,0.3125,16.40018575,8.3064035,3.04757125,5.2446575,8
F,1.6875,1.325,0.4875,41.8722115,16.96717575,9.11436425,11.906789999999999,14
M,1.65,1.2875,0.4625,38.42774725,16.57028275,8.0229085,10.0640725,10
I,1.3,0.95,0.35,17.95940825,8.60407325,3.86970675,4.025629,8
I,0.875,0.6875,0.225,5.68407475,2.721552,1.14815475,1.8427175,6
F,1.3,1.0625,0.3625,23.79940525,10.21999475,4.66349275,6.23689,10
I,1.425,1.0875,0.3375,23.09066775,10.9712565,4.32329875,7.087375,10
M,1.1,0.85,0.3125,12.6722265,5.9533949999999995,2.14038725,3.118445,8
M,1.6875,1.3125,0.425,40.78075575,18.200379,8.20718025,11.056305,11
M,1.4125,1.1625,0.3125,22.6512505,9.19941275,5.6699,7.1157245,10
F,1.5375,1.275,0.4125,30.05047,12.3320325,8.43397625,9.63883,12
M,1.5125,1.125,0.375,27.91008275,13.73533275,6.3219385,7.5126175,10
F,1.4875,1.25,0.3875,30.05047,11.396499,7.937860000000001,7.937860000000001,11
M,1.625,1.3125,0.4375,44.55123925,19.6462035,9.6104805,11.906789999999999,10
F,1.45,1.1375,0.375,29.341732500000003,15.4504775,4.479221,7.824462,9
F,1.425,1.1125,0.4375,26.26581175,12.7289255,6.05261825,8.221355,10
I,1.325,1.0875,0.3125,20.42581475,9.76640275,4.60679375,5.386405,8
I,0.4,0.25,0.1125,0.5102909999999999,0.35436875,0.15592225,0.283495,4
M,1.475,1.1625,0.3625,30.022120500000003,11.43902325,6.44951125,8.278054,11
M,1.2375,0.9875,0.4125,22.169309,8.0796075,3.98310475,7.087375,17
M,1.3125,0.9875,0.3125,17.95940825,8.334753,3.24601775,4.53592,9
I,0.6875,0.5125,0.1625,2.6081540000000003,0.8788345,0.38271825,0.86465975,7
I,0.675,0.4875,0.1,2.08368825,0.8788345,0.63786375,0.7370869999999999,5
I,0.5375,0.375,0.1,1.09145575,0.32601925,0.1417475,0.283495,6
M,1.4,1.0125,0.35,27.130471500000002,11.35397475,6.22271525,7.1724235,9
I,1.075,0.8125,0.25,8.29222875,4.762716,1.80019325,2.93417325,8
I,1.4125,1.1375,0.3375,26.69105425,10.77281,5.08873525,7.937860000000001,10
I,0.65,0.5125,0.1875,2.62232875,1.20485375,0.36854349999999997,0.850485,6
F,1.6875,1.275,0.475,39.93803825,15.592225,8.3631025,11.651644500000002,11
M,1.3625,1.0375,0.3375,23.09066775,10.61688775,4.7343665,6.9456275,10
M,1.375,1.1,0.4,22.92057075,8.051258,5.00368675,6.9456275,10
I,0.6375,0.4875,0.175,2.14038725,0.97805775,0.60951425,0.7087375,6
M,1.6875,1.3125,0.5125,51.49686675,22.226008,8.83086925,12.85649825,11
I,0.7375,0.55,0.15,2.494756,1.03475675,0.5953395,0.9922325000000001,5
F,1.625,1.3125,0.4875,44.94813225,18.512223499999998,10.2341695,11.623294999999999,10
F,1.1875,0.9,0.3125,16.40018575,9.48290775,2.9483479999999997,4.1673765,8
I,0.7375,0.5375,0.2,3.4302894999999998,1.3324265,0.43941725,1.14815475,6
M,1.6125,1.25,0.4,32.98464325,14.17475,7.29999625,8.63242275,9
M,1.325,1.0625,0.3625,22.55202725,8.164655999999999,5.0178614999999995,7.597666,15
I,0.3625,0.325,0.1125,0.8221354999999999,0.35436875,0.26932025,0.226796,4
I,1.3,1.0375,0.3375,17.633389,7.881161,4.12485225,5.386405,11
F,1.475,1.175,0.4125,33.0271675,17.78931125,6.64795775,8.9300925,9
M,1.2375,0.975,0.3,17.76096175,7.257472,3.86970675,6.23689,10
I,0.5125,0.4125,0.1375,1.54504775,0.60951425,0.3118445,0.56699,4
F,1.575,1.2,0.425,34.302895,14.826788500000001,8.0229085,10.0640725,11
M,1.45,1.125,0.375,28.916490000000003,13.53688625,6.76135575,7.7961125,8
M,1.45,1.125,0.3625,26.2232875,11.4248485,6.36446275,8.0796075,14
M,1.6125,1.35,0.4375,41.34774575,17.93105875,9.3836845,12.190285000000001,12
I,0.7,0.525,0.1,3.35941575,1.2757275,0.60951425,0.850485,6
F,1.6125,1.225,0.4,34.74231225,15.60639975,8.8166945,9.7805775,10
I,1.2375,0.9375,0.3,14.571643,5.88252125,2.96252275,4.252425,8
F,1.4125,1.1,0.3625,23.48756075,9.87980075,5.76912325,7.75358825,16
I,0.7875,0.5875,0.2375,4.762716,1.74349425,1.00640725,1.00640725,6
M,1.4875,1.2125,0.4,31.808139,15.03940975,6.67630725,8.221355,9
I,1.275,1.0,0.3,15.2236815,5.5281525,3.0333965,4.9611625,15
I,1.2,0.8875,0.25,12.09106175,5.6699,2.99087225,3.685435,7
F,1.5375,1.1875,0.4125,31.90736225,9.6671795,6.08096775,11.056305,13
I,1.025,0.7775,0.2375,9.8939755,3.8838815,1.97029025,2.4097075,6
M,1.2375,0.975,0.3125,17.84601025,7.654364999999999,3.6003865,5.10291,9
M,1.6,1.275,0.4375,35.02580725,16.1308655,8.85921875,10.0073735,11
M,1.5375,1.2,0.4125,35.19590425,15.7339725,7.89533575,9.63883,11
F,1.6625,1.35,0.425,43.81415225,19.83047525,10.149121000000001,12.14776075,10
F,1.5375,1.175,0.375,30.900955,14.84096325,7.0023265,7.29999625,10
M,1.4625,1.15,0.3875,29.7386255,10.035722999999999,6.3219385,8.3631025,15
M,1.3125,1.0625,0.375,25.78387025,13.239216500000001,5.57067675,4.9611625,8
I,0.6875,0.5125,0.15,3.38776525,1.8710669999999998,0.97805775,0.9922325000000001,6
I,1.4125,1.0875,0.35,22.66542525,9.695528999999999,3.912231,6.23689,8
I,1.05,0.8125,0.25,10.64523725,4.63514325,2.26796,2.9766974999999998,7
M,1.525,1.225,0.375,31.62386725,15.762322,6.39281225,8.221355,9
F,1.7375,1.3375,0.4875,49.8100715,25.3728025,11.15552825,13.4660125,11
M,1.325,1.075,0.3375,21.64484325,8.32057825,4.57844425,5.5281525,12
F,1.2,0.9375,0.3,15.74814725,6.9739770000000005,3.10427025,3.8271824999999997,9
I,1.1125,0.875,0.275,12.74310025,5.783298,2.84912475,3.8271824999999997,9
M,1.525,1.2125,0.425,31.071052,15.97494325,6.90310325,7.5126175,9
F,1.3375,1.0875,0.325,22.97726975,8.94426725,5.08873525,6.80388,9
F,1.6375,1.325,0.4375,36.55668025,16.6411565,7.78193775,10.3475675,9
I,1.4125,1.1,0.35,23.700182,11.509897,3.6570855000000004,6.36446275,9
I,0.5375,0.375,0.1375,1.190679,0.4252425,0.25514549999999997,0.35436875,4
F,1.3375,1.15,0.4,22.97726975,8.94426725,5.08873525,6.80388,10
I,1.175,0.875,0.3,11.58077075,4.7910655,2.6081540000000003,3.8271824999999997,8
I,1.3625,1.05,0.3375,21.8007655,8.561549000000001,4.01145425,5.2446575,10
M,1.6375,1.2625,0.4625,35.6920205,17.10892325,7.427569,9.4970825,10
F,1.6625,1.3375,0.425,37.32211675,17.860185,8.391452000000001,10.3475675,10
F,1.7375,1.4125,0.5,58.7685135,23.926978,10.432616000000001,16.44271,11
F,1.4,1.0625,0.375,26.43590875,12.71475075,5.2446575,7.7961125,10
F,1.55,1.1875,0.4375,31.864838,12.615527499999999,7.27164675,9.07184,14
I,1.3,0.9625,0.3,16.0174675,6.662132499999999,3.8271824999999997,5.0745605000000005,8
M,1.625,1.3,0.4375,40.78075575,19.20678625,8.391452000000001,9.7805775,10
I,1.275,1.025,0.35,16.45688475,6.4353365,3.86970675,6.16601625,9
F,1.625,1.3125,0.5375,49.34230475,18.32795175,8.5898985,16.0174675,16
M,1.3125,1.05,0.4,23.4450365,8.94426725,4.3374735,8.3064035,10
F,1.675,1.3,0.4625,42.14153175,16.85377775,8.1363065,10.19164525,13
I,0.9,0.7,0.2125,6.16601625,2.7499015,1.077281,1.8994165,7
F,1.5625,1.25,0.4125,36.514156,16.244263500000002,8.60407325,8.9300925,10
I,0.6875,0.5125,0.1375,2.721552,1.0205819999999999,0.5102909999999999,1.13398,6
M,1.4375,1.1,0.3875,26.63435525,12.20445975,5.99591925,8.0796075,10
F,1.575,1.2,0.375,36.4291075,13.6361095,7.6827145,9.7805775,11
F,1.3875,1.0875,0.4,27.895908000000002,13.777857000000001,5.556502,7.3425205,9
I,0.9,0.675,0.175,5.443104,2.42388225,1.3040770000000002,1.70097,5
I,1.2375,0.925,0.2875,15.3937785,7.087375,3.27436725,4.252425,8
I,0.6375,0.475,0.1625,2.08368825,0.8788345,0.4819415,0.7087375,5
F,1.475,1.1875,0.425,29.1149365,13.08329425,6.350288,7.5126175,9
M,1.225,0.9625,0.3125,17.2648455,8.68912175,3.8838815,5.03203625,8
I,1.425,1.1,0.3625,25.0326085,10.9712565,5.85417175,7.5126175,10
I,0.95,0.725,0.2625,7.95203475,3.175144,1.7860185000000002,2.4097075,7
